,product_id,product_title,rating,summary,review,name,location,date,upvotes,downvotes
1295,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,5,Terrific,Good product,Anmol Mishra,Sitapur,"Feb, 2021",0,0
904,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Brilliant,Good Quality product,Smitha Machaiah,Bengaluru,"Apr, 2019",80,18
63,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,2,Not good,Scroll button is getting stuck within 1 week of use..,Roshan Gade,Kamshet,"Aug, 2020",0,0
1191,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,1,Horrible,Not a good product,Ashish Kumar,Barahatir Jagdishpur,"Jul, 2020",0,0
793,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,2,Not good,"Not very satisfied with symphony. Makes too much noise, you can't hear any other noise if it is on, not your tv or music system. Wheel assembly is also not upto symphony standards. It looks great but does not work as expected. Cooling capacity is very limited. Does not cools the entire room like a real desert cooler. Will not recommend it for home use purpose.",Rohit  Konka,Pimpri Chinchwad,"Apr, 2021",186,110
1162,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,5,Excellent,Wonderful coolong. Much are cover. Ecofriendly and fit is short space.,Anudipta  Mandal,Barasat,11 months ago,1,0
228,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Simply awesome,Good 👍,Ankur Jyoti barah ,Hyderabad,4 months ago,0,0
444,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,5,Fabulous!,Good quality,Tapan Mondal,Dhanyakuria,"Feb, 2020",0,0
25,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Fabulous!,Best for samsung m12 I recommend it.,Piyush Raj,Prayagraj,2 months ago,0,0
725,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,4,Value-for-money,Courier boy is good,Bharath Bharath,Kalwakurthy,2 months ago,0,0
594,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Awesome,Must,Karan Gujjar,Sangod,2 months ago,0,0
703,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,2,Bad quality,Not that good,Niket Kumar,Ludhiana,"Sep, 2017",3,1
201,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Terrific,Good product,JUSTIN JOSEPH,Athirampuzha,1 month ago,0,0
107,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Perfect product!,Excellent buy...Got this for 7500 so overall it's a Very good dealAbout this cooler It's not so noisy also cooling is very satisfactory..Just go for it if it comes around 7500 to 9000,VISHNU JANGID,Ajmer,9 months ago,2,0
156,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",4,Wonderful,Nice product but doesnt given magnet backside,Ps k Kumar,Piduguralla,1 month ago,0,0
467,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Worth every penny,Very quality product,Baijumon Sivaraman,Kochi,9 months ago,0,0
675,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,5,Worth every penny,Realy Very Good Product 🥰,Guru charan Kisan,Sundargarh District,"Oct, 2020",1,0
396,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",5,Terrific,Very good,neeraj shukla,Nivi,"Oct, 2020",0,0
320,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,5,Super!,Very nice keyboard for pc amazing product If you are looking for a keyboard and mouse in 700 Rs this is the best . Thank you,Srihari Vernekar ,Karwar,"May, 2020",0,0
614,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,4,Pretty good,good,Mohan Ganig,Bhadravati,"May, 2019",2,0
1176,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,4,Delightful,Good,Ashok Prajapati,Kolkata,12 days ago,0,0
494,ACCFSNYRKNMYSJAN,Case Club Back Cover for Samsung Galaxy A31,5,Just wow!,Good product,Ambreesh  Pandey,Mumbai,1 month ago,0,0
518,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,5,ULTIMATE COOLER AT THIS PRICE RANGE,It is worth every single penny. I bought this cooler for the indoor room where air ventilation is not much. But this cooler performs really well for that room. The Fan motor is very powerful and the water tank is also has a good capacity. It cools the room very well where there is no ventilation. If it gets the air ventilation it will perform much better. Please go for it. but keep in mind the service for this cooler is very expensive more than A/C.because the honey grass are real expensive.,Himanshu  Khandodiya,New Delhi,6 months ago,1,0
416,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,4,Delightful,Good for me,naresh rao,Lalitpur,"Mar, 2021",7,1
1515,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,5,Fabulous!,Worth for money. Packaging is good. Nice product. Instant cooling effect & good for room size 140sqft & more.Some odour is coming with air flow. I think it happens at the staring days.Overall nice product.,Bhushan Wani,Pune,"Mar, 2019",58,33
289,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,4,Worth the money,"First week:Enough sturdy, good fan and cooling capacity for small to medium sized rooms. Not for halls or large rooms. It says 45 litres but I think it's lesser thought of rating a star less for this but didn't do it as it serves the purpose.Second week:Leakage problem startsNo option to remove, replace, clean or adjust sides as the option to do so is not available, only rear side is detachable. Final verdict not recommended because of undetachable sides. A good product with major defect....",Shahed Bin Ahmed,Hyderabad,11 months ago,4,3
866,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,3,Does the job,Very Good. working great.,ANKUR VERMA,Prayagraj,5 days ago,0,0
318,ACCG69QFS8M7WF8V,NKCASE Back Cover for Samsung Galaxy M32 5G,5,Classy product,Nice quality,Payel  Chowdhury,New Town,4 months ago,2,1
517,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,4,Good quality product,I buy this keyboard in August It works good No problems with it ☺,Kiran Chand,Vijayawada,"Sep, 2017",2,1
439,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,1,Did not meet expectations,Low,adarsh joseph,Kottayam District,"Jun, 2020",0,0
1472,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Terrific purchase,Nice product by orient..,Amit Kumar,Gaya,"Mar, 2021",2,0
524,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,2,Could be way better,Somehow okay.. Tab key is getting struck while typing.Price is little bit higher,Arunkumar Hariharan,Coimbatore,9 months ago,1,0
735,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,5,Best in the market!,Very useful.I like this product very much 🤩,Selvaraj,Periapattinam,5 months ago,0,0
1030,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,1,Item is good but Delhivery courier service worst.,Item is good but Delivery service of flipkart Delhivery courier service is worst.,Deven Shekhawat,Rawatsar,"May, 2018",8,0
521,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Highly recommended,Very good product,Gulshan  kumar,New Delhi,8 months ago,1,0
245,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,3,Just okay,The balance of the keyboard was not right.,Shubham Gandhi,Jaipur,6 months ago,1,0
665,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,3,Fair,"Keyboard is a little overpriced. Plastic quality not that good. Most of the times capslock and Tab key won't get pressed in one go. Also the extra function keys visible are only for show, they won't work. Last but not the least, it does feel like a China made product, which actually it is.",Shambhavi Gupta ,Bengaluru,29 days ago,1,0
83,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,5,Terrific purchase,Nice product. Looking awesome,Lakshmi kanth,Bengaluru,6 months ago,0,0
600,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,5,Excellent,Feel like 90% ACI recommend to all plz purchase it without any doubt,prateek sharma Sharma,Kanpur,"Jun, 2020",5,2
292,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,4,Value-for-money,Very good,Ashish Verma,Tada,11 months ago,2,0
2,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Great product,Brilient A+ quality... love it,Vipin Loyal,Nooan,10 months ago,2,0
372,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Waste of money!,"It's worst one. within two month, motor changed twice. I am really disappointed with the product. it is worth of zero star but for writing a review you need to give at least one star.. too much frustrated with Crompton and cooler..",Ankit  kulshreshtha,Noida,"Jul, 2019",8,15
642,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,3,Does the job,capacity is less.. good for 1 person. like in a shop near to counter. not good for 2 people and in home.,Akash Buddhadev,Ahmedabad,"Jun, 2018",2,0
1455,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Mind-blowing purchase,Super,SUDHARSHAN Dusa,Vikarabad District,"Mar, 2021",5,3
316,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,4,Worth the money,Got it for 436 in big 10 sale.It is a good combo if not the best available in the market looking at it's price.,Sandeep  Singh,New Delhi,"Jun, 2017",1,0
526,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Excellent,Totally satisfied with it. 1st of all. I liked the unboxing experience. The clicks are very silent. Small in size. Good colour (blue). Cursor very responsive. Overall great deal for 750 rs,amitesh shukla,Lucknow,11 months ago,7,0
120,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Must buy!,Good,Biswanath  Sarkar,Gangarampur,4 days ago,0,0
905,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,5,Awesome,Good quality keyboard with soft and smooth keys,Basharat Bashir  Malik,Baramula District,1 month ago,0,0
430,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",2,Not good,Not good product,Ravi Kumar.k,Mangaluru,5 months ago,0,0
886,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Classy product,nice coler air good speed good nice prodect nice desine,gurpreet singh gopi,Goraya,"Jun, 2020",6,0
441,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,2,Not good,OK product.... cheap fibre body and the alignment of fibre plates are too bad that it looks like broken piece... Does not look like a crompton brand.,Annada Ghosh,Hyderabad,"Mar, 2021",4,4
367,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,4,Pretty good,Good product. worth the price,AG Veer,Dharwad,"Mar, 2019",3,0
225,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",1,Very poor,Got yellowish within a week of using.,BHushan Rathod,Pune,5 months ago,0,0
358,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,5,Terrific,Excellent air through best room cooler,Mohan Singh Malik,Loni,"Jun, 2020",5,1
503,ACCFXUAB8YXRXTDF,"SHINESTAR. Back Cover for Apple iPhone 7 Plus, Apple iPhone 8 Plus",5,Classy product,Awesome,Nazrul Islam,Udalguri District,"Mar, 2021",0,0
1259,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Must buy!,Awsomee cooling and silent.... And packaging was good and delivered on time,Dr Naved Khan,Pali,"Apr, 2019",2,2
392,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",3,Does the job,Good,Manohar Pesaravai,Nandyal,"Nov, 2020",0,0
51,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,1,Absolute rubbish!,Wheel stopped working within a month. Very poor quality product.,Arunendra Mishra,Lucknow,"Mar, 2021",0,0
84,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,3,Just okay,"1.not effective cooling, 2.like a fan only 3.air through  is high speed fan4.put ice cubes& cooling water also  it's not a cooler, it's like a high speed fan only☹️5. product is simply super  not cooling6. delivery also very good.",Narendra Mavalluru,Chittoor District,"Apr, 2019",1,0
394,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,4,Wonderful,Nice product but keyboard quality is not soo good but all buttons are working smoothly,Krishna Malgi,Sirsi,"Sep, 2020",10,3
98,CKBFS8YMZSZCGXXZ,Chaayos Chai Time Snack Dry Fruit Cookies Cookies,5,Brilliant,Superb,Priya,Patna,"Sep, 2020",0,0
379,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,5,Super!,both product keies are working very smoothly. LED's working properly. cabal quality is very good...and I not found any single problem with this combo. HP......it's always come with trust.,Sachin  Jaiswal ,Barwaha,"Oct, 2019",2,0
639,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,5,First choice in personal air cooling,The build quality of symphony diet 12t is really great and comes with great quality. But this is hardly enough for 2 people. The air throw of this cooler is awesome which is more than 12 feet. It can cool 100sq feet room easily by taking good care about cross ventilation and ice chamber cooling.The best thing about this cooler is it consumes less water which is about 12 litres and gives cooing overall night. You can move it everywhere in your home and run. You can even lift this stuff eas...,Shravan Naikini,Komaram Bheem Asifabad District,"May, 2018",9,3
170,ACCFYV8ZGVEM4DVE,GadgetM Back Cover for Apple Iphone 11,5,Must buy!,Nice product ❤️🤟🏻,Rohit Anand Singh,Varanasi,2 months ago,0,0
15,CKBFS9J6XWHSSQRJ,Chaayos Chai Time Snack Chocochip Cookies Cookies,5,Super!,Best cookies to have in day time!,Saini Prakash,Burhanpur,1 month ago,0,0
352,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,4,Worth the money,It was awesome product in this price overall good but air throw little bit average,Deepak  Sharma,Guna,"Jun, 2020",9,3
530,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",3,Good,Okay,MUTTHURAJU M,Bengaluru,5 months ago,1,0
163,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,5,Great product,"Perfect product. Working good. No Doubt. All keys present there. Its not good for steno typing and typing test because 1 key is not present just above ""Enter key"" in mid portion big one. Otherwise overall perfect for anyone who is not going for a job in clerk or typing exams.",Shyam Chandra,Patna,"Jul, 2020",64,4
687,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,4,Excellent value for money,"Feels a little big at first, however I have small hands so that might be the reason! It's sturdy and works well on all platforms. I found the clicker a little hard but it's just a matter of getting used to it after a few hours. Most of all it's excellent value for money for a great recognised brand. I'm pretty satisfied especially with the price.",Bobby Bobby,Mumbai,"Jan, 2016",1,0
161,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Awesome,Nice,Aman naju Rani naj,Shohratgarh,1 month ago,0,0
375,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,1,Useless product,"Worst keyboard I have ever used but mouse is good. On very 1st day key ""p"" is not working properly but since lockdown period is going on i can't replace because I can't go to any shop to purchase. Very light weight & u will think always every key will go out any time. Flipkart's devilery was good but product not more 1 *.",SHRABANI DAS,Janai,"Jul, 2020",2,0
212,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Perfect product!,Good,Kamlesh Kumar,Sherghati,1 month ago,0,0
536,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Classy product,This is quite beautiful but should be less comparetivly......,AYUSH K. SHARMA,Darbhanga,9 months ago,2,1
132,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Terrific,VERY GOOD PRODUCT,VINAY KUMAR SAHU,Fingeshwar,10 months ago,1,0
1463,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,4,Value-for-money,Excellent product,Vivek Oberoi,Patna,11 months ago,2,0
91,ACCGYWFK2JE2BJR8,"GoldKart Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12",5,Excellent,Fantastic ❤,,Madhepura District,2 months ago,0,0
472,ACCFZZ8GZPFHFGTM,Case Club Back Cover for Samsung Galaxy M12,2,Moderate,Very bad  product,Gayu  kamble,Pune,9 days ago,0,0
941,ACCFBTYGYXRTU5GA,FU4 Portable Flexible Silicone Foldable Waterproof Wired USB Tablet Keyboard Wired USB Multi-device Keyboard (Black) Wired USB Multi-device Keyboard,1,Hated it!,VERY BAD DON'T BUY ...YOU WONT BE ABLE TO TYPE FAST TRUST ME...,Sumesh Sange,Chennai,"May, 2019",32,4
138,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,4,Pretty good,Ok,KRISHNA KANT,Purba Bardhaman District,10 months ago,2,2
1543,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,4,Nice product,"Nice product in this price range, cooling is good. Ice tray could be little more larger. Overall liked it. Very fast delivered by flipkart.👍",Saikat Roy,Kolkata,"Jun, 2020",3,2
143,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Excellent,"Super product at reasonable price, happy with it",Kartavya Lokhande Customer,Vapi,9 months ago,1,0
606,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,5,Worth every penny,Best product at this price point.You should definitely buy.Happy 😊☺😀,Abhishek Basak,Pune,"Mar, 2021",2,0
223,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,4,Wonderful,Nice cooler for 2person only overall good,Mukesh  Sharma,Allahabad,"Mar, 2021",2,0
682,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,5,Fabulous!,"thank you flip kart,the product was really really good ,and the delivery person was so good and polite. i love it.this product was send me with good care bubble wrap wow excellent poduct",Hamsiringdau Hojaisa,Lumding,"Apr, 2018",4,1
140,ACCFYV8ZGVEM4DVE,GadgetM Back Cover for Apple Iphone 11,4,Worth the money,Nice case but very thin and flexible material…..,Vicky B,Karur,1 month ago,0,0
61,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,5,Brilliant,These cookies are very rich in taste and I loved them so much!,Sukhwinder Kaur,New Delhi,1 month ago,0,0
11,CKBFS9J6XWHSSQRJ,Chaayos Chai Time Snack Chocochip Cookies Cookies,5,Highly recommended,Very delicious,Emiway,Burhanpur,1 month ago,0,0
570,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Awesome,Excellent product...very fast and comfortable...you can go for it.,Dr. Vivekananda  Kukkala,Hyderabad,19 days ago,0,0
831,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,5,Best in the market!,Mind blowing,Barda Swain,Visakhapatnam,12 days ago,0,0
116,ACCGYWFK2JE2BJR8,"GoldKart Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12",5,Great product,"very nice, good productthanks to flipcart",Abhishek Yadav,Ghazipur,9 months ago,0,0
885,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Classy product,"Awesome product by hindware, it cools my room in 4 to 5 min thanks flipkart for fast and safe delivery 5 * to them also",AMIT MANJREKAR,Kalyan,"Mar, 2018",34,9
407,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,4,Really Nice,"Product is good....Since it's a personal cooler, best suited for 1-2 person.It doesn't cool a great deal but fine enough to beat the heat. Initially hot a defective product, but replacement is good. Satisfied with Crompton coolers.",pratyush dayal,Moradabad,9 months ago,11,6
427,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,5,Great product,Best at this price 6540Sarisfied,ABHIJIT DAS,Ramkola,"Mar, 2021",3,1
366,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Great product,Looks far better in real,Vivek R Kashyap,Dehri,4 months ago,0,0
385,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",5,Simply awesome,Awesome,Asif  Ali,Dharwad,7 months ago,0,0
929,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,4,Pretty good,Nice,Kaviyarasan  Kandasamy,Perambalur,4 months ago,0,0
444,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",4,Delightful,Very nice,Suman tiwari  Tiwari ,New Delhi,6 months ago,0,0
1313,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,3,Nice,"Just after three weeks of purchasing this product, it's fan motor start malfunctioning and then after its water motor also started malfunctioning. I'm surprised like how come I'm getting such issues in a new product.",Manish  Kaushal ,Ara,8 months ago,0,0
537,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,5,Best in the market!,"size is compact, look wise is good, noise is less.delivery and packing is good too.I paid cash on delivery. cooling is good enough for a room.I think not suitable for big hall.",amit kumar,New Delhi,"May, 2019",1,0
167,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,4,Very Good,Best product. also typing is good. But its bit flexible everything is working well I got it for 250 best offer,Durgesh Korgaonkar,Anjuna,7 months ago,14,3
1319,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,2,Expected a better product,"It's little higher, don't have nobs to up/down the airflow. Not suitable for bed rooms.",Ashok M,Warangal,9 months ago,0,0
784,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Awesome,Nice,Kalpesh Patil,Navsari,2 months ago,0,0
1269,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,4,Pretty good,Super cooling,Mulamalla Mohan,Hyderabad,11 months ago,1,1
233,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Perfect product!,Nice cooler...,Ashutosh Shahi,Ghaziabad,"May, 2020",2,1
137,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Terrific purchase,Very good  testing,GOUTAM  Kali ,Paschim Medinipur District,1 month ago,0,0
778,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Perfect product!,Good,MaheshKumar Baria,Godhra,2 months ago,0,0
295,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,5,Best in the market!,HP the trusted company and they always make good products like this. Satisfied,Singh  Satnam Judge,Lucknow,1 month ago,0,0
790,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,1,Useless product,Very bad,Anshuman Singh,Lucknow,"May, 2020",1,0
109,CKBG5HFAAYXBPGYK,KARACHI BAKERY 3 in 1 Triple Delight Fruit Biscuits and Cashew Biscuits and Osmania Biscuits Bakery Biscuit,5,Excellent,Nice,Dr Devjyoti  Banerjee ,New Delhi,14 days ago,0,0
403,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",4,Nice product,It's good but price if low then more same will happen,Rajesh Vaishnav,Jalna,1 month ago,0,0
213,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,4,Really Nice,Good product I am so happy,Aditya Ramanuja,Ongole,"Aug, 2020",1,0
106,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,5,Best in the market!,Nice keyboard soft key,Krishna Topno,Matialihat,"Dec, 2018",3,1
604,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Excellent,Worth for money... Good product....,Praveenkanth,Belur,9 months ago,0,0
1151,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,5,Terrific purchase,Good one,zeenat Khan,Lucknow,2 months ago,1,0
401,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Horrible,Very cheap quality .....Water pump not working properly after using 7-10 days,Vijay Gupta,Jaipur,11 months ago,0,0
718,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,4,Really Nice,Best one,Swathy Shetty,Bharuch,2 months ago,0,0
590,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Wonderful,its so good,raj kumar,Aranthangi,"Mar, 2020",1,0
257,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,5,Excellent,best quality product,Satyam  Mishra,Hardoi,3 months ago,0,0
858,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,4,Nice product,"IT IS VERY GOOD PRODUCT AS PER MY EXPECTATIONS, I FOUND ITS VERY POWERFUL THAN EXPECTED AND THIS IS WHY IT IS NOISY TOO. DELIVERY WAS 3 DAY EARLIER. PRODUCT FOUND IN GOOD CONDITION.",Gautam  Kumar,Rawatbhata,"Mar, 2021",1,1
562,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,3,Decent product,Product was good but the package was opened I don’t need to unpack it … that’s part was bad …👎🏻👎🏻,Priyanka Chhetri,Kalimpong,7 months ago,0,0
598,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Terrific purchase,So good,Pasupathi Msc,Dindigul District,7 months ago,0,0
103,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,5,Fabulous!,Must buy,Akash Singh,Purnia,9 months ago,0,0
312,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,3,Does the job,Good but water leaking issue,VIPINLAL N K,Kozhikode,23 days ago,1,0
975,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,5,Wonderful,"It's been 10 days since I'm using this air cooler.once it is on, We can feel cool breeze in 10min.but we feel humidity if we use it for more time which is common with air coolers. Easy to move and fill water. cooler need to be drained often. Knob is down below near wheels.editing here after 3 months use. I used hard water for 3months with frequent draining. After 3months pump stopped pumping water and releasing hot air once it is on.i opened and cleaned pads, pump and water distribution pipes...",Vanaja,Krishna District,"Mar, 2021",15,3
382,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",5,Worth every penny,Fantastic product.Mind blowingAwesome....full pesa vasool,Krishn Veer,Mursan,4 months ago,0,0
176,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Awesome,"Good product, go for it.",ANISh Thakur,Hamirpur,2 months ago,0,0
762,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Awesome,Good,Pritam Banerjee ,Memari,10 months ago,0,0
71,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,5,Best in the market!,Best,AASHISH Aryan Aryan,Katihar,3 months ago,0,0
