,product_id,product_title,rating,summary,review,name,location,date,upvotes,downvotes
272,ACCG9NHFHGUSZCFR,"BOZTI Back Cover for Samsung Galaxy A50, Samsung Galaxy A50s",3,Good,Perfect fit...,Anal m sajeev,Quilandy,8 days ago,1,0
187,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Super!,best in personal use,Munishwar Rao,Kannod,"Apr, 2019",43,17
203,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Fabulous!,M a single guy living in a single 1 Room Kitchen (studio apartment) and this is just perfect.Thanks symphony ♥️,Saurav Debnath,Hyderabad,"Jun, 2020",2,0
1209,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,1,Waste of money!,"I am using symphony air cooler from last 2 year, product is very good, and I got it free serviced with in the warranty period also. So I again purchased the same again for my home. The item delivered on time, but the parts was missing like no screws for rollers, having so many scratches on the body  and the louvers are glued to the main body ( swing was not working). so I asked for replacement and it's got replaced last week, but the item delivered again with missing parts. There was no scre...",Anil T V,Ottappalam,"Oct, 2018",14,1
315,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Perfect product!,Good quality 😘,Harshit Sharma,Allahabad,7 days ago,0,0
431,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",1,Not recommended at all,Not recommended,AYBAN BANKIRA,Bokaro,5 months ago,0,0
1076,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,4,Wonderful,Product is very good but noise fully.,Virendra Kumar Verma,Ghazipur,15 days ago,0,0
557,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Just wow!,Good quality and service packages,Pawan Kumar,Amroha,6 months ago,0,0
811,ACCFAUEFZT5R72ZS,Prolite Majestic Basket Wired USB Multi-device Keyboard,5,Must buy!,Nice keyboard...supperb,Harshu Singh ,Kanpur,10 months ago,11,3
262,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,5,Wonderful,Very good material.. Loved it.,Malcolm Momin,Tura,5 months ago,0,0
630,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,4,Value-for-money,"Received this cooler on 9th Feb 2022. Courier delivery service was good. Since winter is still on, I am not using this cooler now. Just checked it first pouring some water if all parts are functioning well or not. And I found its functioning pretty well.Observation:  Little noisy and and a bed smell like burning plastic surrounding the room !??Now I am waiting for the summer... Lets see whether this cooler can beat the heat or not as company claims in the description. I'll update after 1 ...",Shahid ul Islam,Dimapur,1 month ago,2,1
723,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,4,Good choice,Such a very nice productcooling was very good,Amit Gupta,Gyanpur,"May, 2019",26,3
588,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Fabulous!,Nice,Arup Bera,Haldia,7 months ago,1,0
187,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,5,Perfect product!,"I like this product, i will perches this product than better product for me , very comfortable ...!!!!",Rahul Kumar,Vaishali District,"Jun, 2020",5,1
493,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Excellent,nice working my 1 month experience,sheela devi,Gaya,"May, 2018",1,1
373,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Mind-blowing purchase,"Good product, fit well for iphone 12",Ashish  Jaiswal ,Pune,4 months ago,0,0
454,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Terrific,I am using the same one from last 1 year and its the best one so I purchased another one for my home use.Dell is offering the best keyboard in this price range.Go for it with the best brand #Dell,Deepak Jain,Gurugram,"Jun, 2020",4,0
306,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Just wow!,Very nice,NAIMISHRAJ  VERMA,Maholi,11 days ago,0,0
939,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,3,Does the job,small size & no air comfort i am not satisfied,Ashok Pawar,Dhar,"Feb, 2018",4,1
184,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",4,Worth the money,Nice,Subhasis Das,Kolkata,2 months ago,0,0
141,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,4,Pretty good,Good Product,Jitender Yadav,New Delhi,9 months ago,1,0
923,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,1,Very poor,low quality and very poor condition,Rajeev Kumar,Jamui,"Jun, 2019",6,1
1487,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,1,Did not meet expectations,Very bad product.... It's stop working in just 2 days use. Now it's fully dead.,Mahendra Panchal,Nagda,"Mar, 2021",0,0
916,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,5,Just wow!,Nice keyboard,RAJAT KRUSHNA KUMAR PATRA,Badamba,3 months ago,0,0
77,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,5,Terrific,Perfect fitting,Bijit Saikia,Nagaon,5 months ago,0,0
1070,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,2,Slightly disappointed,Blower is not working after 15daysCooking is ok,Pavan  Kumar muthayala ,Hyderabad,2 days ago,0,0
675,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,4,Good quality product,super,Jegathees  Waran,Karaikkudi,"May, 2018",26,9
1120,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,4,Wonderful,"Its a good product. I had symphony Diet 35t and I can see the improvement, it has better air throw rate and better cooling too..But coolers work on evaporative principal so it doesn't cool as much an Air conditioner. Many people here told that we don't get a cell in remote but I had got the cell and also there's no problem in the wheels. It's a worthy buy. Buy it during flipkart cooling days there I got it for 9.1k... Go for it only if your room is big or has good ventilation If your room do...",Gaurav Kothari,Shivamogga,"Mar, 2021",10,0
390,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,5,Terrific purchase,nice jast nice,Dibyendu Mondal,Paschim Medinipur District,"Dec, 2019",97,11
374,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Must buy!,"Nice, looks like premium quality",Etcherla Gurunadh,Vizianagaram,5 months ago,0,0
576,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Terrific purchase,Very good,Logesh Kumar,Bhavanisagar,10 months ago,0,0
584,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Classy product,It's good,Buddhadev shit Shit,Mumbai,"Sep, 2019",18,1
478,ACCFZZ8GZPFHFGTM,Case Club Back Cover for Samsung Galaxy M12,4,Delightful,It is very soft and looking awesome.,Bipin kumar,Jamnagar District,3 months ago,0,0
646,ACCG9BV88N3KXKJH,KartV Back Cover for Apple Iphone 11,5,Highly recommended,Nice Product,BHARAT MATANG,Gandhidham,11 days ago,0,0
1281,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,3,Good,Air through is good cooling is not as much we expected i have another one symphony SUMO cooling is best,Subhra  Mishra,Ghaziabad,10 months ago,4,1
63,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,5,Terrific purchase,I purchased one at the chaayos cafe and loved it so much that i searched it online and ordered. They are so yummy and rich cookies.,Priyanka Sharma,Ghaziabad,2 months ago,0,0
672,ACCG7RFFZFDBKQ56,Cover Alive Back Cover for Apple iPhone 13,3,Decent product,Nice product,Siva Teja,Nandyal,4 months ago,0,0
1210,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Wonderful,"Very nice product, it is very compact, gives long lasting cooling, can be taken anywhere, perfect for rooms, affordable and very easy to use and control.",Rashmi Bharti,Dhanbad,"Jun, 2019",6,2
1280,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,1,Waste of money!,Damaged,Harvendra Bhadouria,Ambah,11 months ago,3,0
441,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Just wow!,Good,Basanti Betal,Bhubaneswar,6 months ago,0,0
221,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",3,Nice,Nice product,Sonelal  Kumar,Sheikhpura,2 months ago,0,0
471,ACCFZSVYNFMSREXH,Power Back Cover for Apple iPhone 6s,4,Pretty good,Ok,Dayaruddin Shaik,Guntur,5 months ago,8,0
1149,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,2,Could be way better,Worst product Company should name it as stand fan not coolerWaste of moneyIt just looks goodBut it doesn’t cool your room.I will suggest if its price goes down to 8k then also don’t buy this.,Satyajeet Behera,Bhubaneswar,16 days ago,2,0
963,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,5,Terrific purchase,"A great cooler in great price. Compact and Great design , body is made of good plastic and the cooling effect this cooler is too good even on a slowest fan speed ut gives best result...Recommended to all.Also one thing I need to mentioned is the delivery man great guy helps me a lot to get this product :-)",Samuel Singh,Kanpur,"Apr, 2018",66,23
305,ACCGY4GMUVP9UFNS,"HUPSHY Back Cover for Samsung Galaxy M12, Samsung Galaxy F12, Samsung Galaxy A12",5,Mind-blowing purchase,Good product,Brijesh bhardwaj Brijesh bhardwaj ,Aligarh District,4 months ago,0,0
738,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,5,Excellent,Good product. Value for money. Nice looks,Shibu V P,Malappuram,6 months ago,0,0
78,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,5,Just wow!,Very nice,Shipra Singh,Faizabad District,"Aug, 2020",0,0
581,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,5,Fabulous!,best product good cooling effect.....,Harshit Kumar,Baruni,"May, 2019",13,3
296,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,5,Classy product,good,varun kumar,Nellore,"Dec, 2019",0,0
355,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Worst experience ever!,One wheel is damaged and so many cratches and hole body black color mark,Chittaranjan Pradhan,Bengaluru,"Feb, 2021",2,0
12,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,4,Nice product,Good,Biswajit Mukherjee,Bidhan Nagar,13 days ago,0,0
306,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,5,Mind-blowing purchase,"The latency is low and the keyboard looks gorgeous when seen from the sides and yeah its of good quality. You can definitely buy this if you want to get your work done and you can game with this also, I would no recommend competitive gaming though",Sushma Ojha,Patna,"Mar, 2020",7,2
710,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,5,Highly recommended,Awesome cooler with super high speed and A1 cooling. Got with amazing price @5759 Rs. Thank you Flipcart.,Vikram Azad,Ghaziabad,"May, 2019",21,6
329,ACCFVFZGBTVJZYJG,Case Club Back Cover for Samsung Galaxy M01 Core,5,Simply awesome,"Thanks a lot to smartsaler I am very happy due to I got a attractive and reasonable back cover for Samsung mo1,again thank you so much.",Sudhir Kumar  Lenka,Athagad,5 months ago,1,1
1396,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,2,Not good,this product is very bad.its so large & cooling system is very bad .its so large that water outlet is very difficult.,Sutapa Mondal,Bolpur,"May, 2019",12,17
644,ACCG9BV88N3KXKJH,KartV Back Cover for Apple Iphone 11,3,Nice,"Worth For The Price 👍 But its not perfectly fitting slight gap in the sides, that""s the only cons 😢",Rajesh Rr,Chennai,24 days ago,1,0
711,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,4,Pretty good,Good product... But  bigger  size 😊,Nasim Akhtar,Hojai District,24 days ago,0,0
287,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,4,Good choice,Nice,Joydeep Roy,Jalpaiguri District,"Jul, 2020",0,0
8,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,4,Good quality product,Awesome,Golu  Kumar ,Muzaffarpur District,6 days ago,0,0
922,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,3,Fair,Just wow,Pradeep  Sreenivasan,Nedumpana,3 months ago,0,0
549,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Excellent,Good product,Manish Nigam,Kanpur,"Mar, 2021",0,0
481,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Must buy!,this keyboard is worth the money..typing is very smooth and sleek design.. i love this..,Ajay Singh,Saharanpur,"Oct, 2017",0,1
456,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,5,Terrific purchase,Super awesome perfect fit,Danuga Anil,Yemmiganur,"Nov, 2019",0,0
540,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Terrific purchase,What I expected. Very smooth scroll and click.,PONNUDURAI S,Tirunelveli,4 months ago,1,0
308,ACCGY4GMUVP9UFNS,"HUPSHY Back Cover for Samsung Galaxy M12, Samsung Galaxy F12, Samsung Galaxy A12",5,Brilliant,Good product,Flipkart Customer Murali,Hyderabad,5 months ago,0,0
466,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,1,Worthless,Waste money is not good cooling not real flow,Seema  Singh,Vapi,10 months ago,1,0
1324,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,5,Wonderful,Horrible it is making too much noisy,Amrendra  Pandey,Unnao,9 months ago,0,0
600,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Classy product,I loved so much,Sabhala  Customer,Thiruvananthapuram,7 months ago,0,0
498,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,1,"Not recommended at all,because...","combination keys doesn't work, if i press combination or three keys the third key doesn't work, like while playing a game if i press ""shift"" + ""w"" +""space key"" the third key which is ""space key doesn't work,don't buy this product, specially GAMERS!",vaibhav verma,New Delhi,"Apr, 2018",16,8
85,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,1,Waste of money!,Price is too much and it’s can’t protect ur phone from damaging,Yeesha Shivhare,Sheopur,6 months ago,0,0
1378,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,2,Not good,"I am writing review after used for a month ,it is not working when temperature more then 35 ,airflow is not good its working only 10×10 room , room is full with humidity my suggestion do not buy this product ...",Sunil  Sharma,Pune,"Apr, 2019",36,30
939,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,3,Good,good product,Vishal bhoir,Navi Mumbai,5 months ago,0,0
922,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Mind-blowing purchase,Nice cooler in the sagment..nice cooling...!!!,Vivek Patel,Gandhinagar,"Apr, 2019",13,5
487,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,4,Wonderful,"Amazing product, the Chiclet keys are well defined on the body, and the large footprint of the keyboard also allows significant travel.Any day a better option then membrane keyboards.",Parth Mehta,Mumbai,"Dec, 2016",0,0
554,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",1,Did not meet expectations,this not Bluetooth mouse,Nazeer Ahamad,Tiruvannamalai,8 months ago,3,4
444,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,1,Utterly Disappointed,After one month. If return policy ends...only noise..... no air..,rama raju,Hyderabad,11 months ago,2,1
1222,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Worth every penny,Awesome product.,Aman Maheshwari,Lucknow,"Mar, 2018",6,1
1097,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,5,Classy product,Good for two person.overall good experience.,Kailash Jaru,Anjar,8 months ago,0,0
1488,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,1,Absolute rubbish!,No cooling only Fan is working for normal air.No honeycomb as mentioned on site. worse product,Pankaj Bajpai,Noida,"May, 2018",3,5
881,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,1,Absolute rubbish!,"After few days, some keys were not working...  Bad experience",RANJITH P,Kalamassery,"Feb, 2019",0,0
147,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Terrific purchase,Osm  good cooling,Rama Sharma,Una,10 months ago,1,0
1256,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,4,Value-for-money,"Air cooler is very nice but cooling is normal,",Jhutan Miah,New Delhi,"Apr, 2021",3,3
171,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,1,Worst Insulation of Water Pump,"Worst One, All working fine but within few days of purchasing a cooler, electric current in whole water and honeycomb cooling pad also started giving an electric shock. The electrical connection is not proper and Water Pump is not well insulated.I bought a non-metallic body cooler because of the little children in our home.I live in a small village and due to lockdown, delivery services were stopped, so I could not repair the cooler, not effective to replace.If I claim the warranty, I wi...",Ritesh Zambre,Malkapur Buldana District,9 months ago,0,0
76,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,5,Simply awesome,Nice,Atif khan,Ranchi,4 months ago,0,0
439,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,3,Nice,No function key,Sunil Sahu,Angul,15 days ago,0,0
418,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Terrific purchase,Perfect,Abhijith Mohan,Thiruvananthapuram,3 months ago,0,0
677,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,4,Nice product,As a personal cooler it works well.water last for 6 hours.,Abhinav kumar,Durg,"May, 2019",8,1
203,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,1,Absolute rubbish!,"After 20 to 30 days, few keys not working properly. While typing fast and when you press any key, that key alphabet is repeating several times and iam deleting those repeating manually. Frustrating",Srini  Customer,Chennai,"Dec, 2020",7,3
